gene	ncodons	SymvsFL_k	SymvsFL_pval	RuvsFL_k	RuvsFL_pval	GivsFL_k	GivsFL_pval	GivsRu_k	GivsRu_pval
Rmag_0001	435	1.079464348085512	0.8007424143362352	1.069509817095008	0.7737631976249384	0.9668996205941578	0.9748962721481764	0.7134299610692284	0.4744796469650849
Rmag_0002	367	0.5678981319455791	1.702335055198123e-05	0.5647710840741381	1.705150447106618e-05	0.7821811514312814	0.2748191313217582	1.187570616714871	0.1455191465886454
Rmag_0003	812	0.5526931025353232	2.000111187783205e-11	0.5526108290480679	2.00415239959284e-11	0.02342546607769094	0.001881997901715393	1.556520984516254	2.658821106060749e-06
Rmag_0005	821	0.5169135901993762	7.300135157128906e-05	0.5180660487061289	7.269779174468027e-05	0.5080275908373053	0.1279158675865721	0.9834455503938083	0.8644114184663643
Rmag_0006	340	0.6737164045870389	0.0009856229478960588	0.6736296375556253	0.0009300462255852349	0.7106324441940645	0.03718356456866978	1.024016664765399	0.8233799697372133
Rmag_0007	255	0.3738847375613266	0.1570397854253531	0.3771772614174132	0.1305318457934109	2.771751923635057	0.568784308747697	1.066007172737987	0.693277152237489
Rmag_0008	211	0.5791386874576505	0.00227056966239858	0.5759056909383223	0.002267430567302831	0.7588068229630304	0.2513374159958121	1.225469667398715	0.3876028741267626
Rmag_0009	290	0.01434994499920224	0.004467820364288833	0.01547286529346227	0.004476872266010345	2.595679441459062	0.6766637421624799	1.744591808037217	0.02956400710924434
Rmag_0010	408	0.1864530949530755	0.03447569280916862	0.007688044118181562	0.02557108081454718	11.93968426990902	0.3135177455924432	1.736093629271438	0.06416943943551878
Rmag_0011	198	0.660490120252811	0.2143782078704474	0.4591490336762083	0.07467126023764636	1.971444012790441	0.2899081545965969	11.34753765323257	0.004815614219610742
Rmag_0012	104	0.6308020926994624	0.503591667560068	0.6269922290419625	0.4973644295077083	0.7011928797646793	0.4559105032892719	2.816751116324606	0.1940418429946402
Rmag_0013	899	0.3604738720611456	0.0002866843163339405	0.3588097288163151	0.0002821260473895304	0.0213046621964405	2.83518822180584e-05	0.882542119420086	0.2870318317146218
Rmag_0015	350	0.8024489658438664	0.4962920058064934	0.7998138259978274	0.4961212428563799	0.6151501789094161	0.3563689169267431	0.01566533562746592	0.3784331369244333
Rmag_0016	313	0.744189696249055	0.5122895781169886	0.7649259878885425	0.5192898271502224	1.848046768851511	0.003375059680295056	8.153602080522086	0.001152091143382217
Rmag_0018	352	0.5435136995879645	0.02915181706582326	0.5434063355590424	0.0289469930677938	0.821056058908606	0.6402922939077853	3.009587096286953	0.8135638118111699
Rmag_0025	387	0.9462049334314235	0.9615605094175669	0.9324508422534572	0.9472106304115635	4.107049221838018	0.1653128078644585	18.71445103216861	0.009864591990698335
Rmag_0026	285	0.4885707036167511	0.1558971229345681	0.5066137637527974	0.1801017987914388	0.4724790620145634	0.3303248714503908	0.8645469692391016	0.8279740071667241
Rmag_0027	248	0.3121548174469179	0.008295214226992975	0.3124693552912525	0.008430877841039242	1.026996424444277	0.9769467609112874	2.641101771893176	0.006353923334914691
Rmag_0028	260	0.02875281889850661	0.004080598240582933	0.05460877289016405	0.004466486022255078	0.05406019036739508	0.02429766175633963	1.173938389225521	0.2881796294259531
Rmag_0043	768	0.4625171185809085	0.0004608998348506477	0.4664497893796176	0.0004680432299080106	0.2026487399653509	2.201648642286003e-06	0.001882379833890066	2.981062192652928e-06
Rmag_0044	315	0.6048782493709766	0.0002761481984320246	0.6022778641324097	0.0002726165938122804	0.5509407108138136	0.007147136091078643	0.8890553310113571	0.3455496252252914
Rmag_0045	320	0.2863563878827888	0.1592375789770534	0.07339285483639438	0.01411377027628435	23.71899437105623	0.1384356296004609	4.998504550579915	0.01863799001524546
Rmag_0046	142	0.01388685822239927	0.00226461670018141	0.02525100693464135	0.002200726944299514	0.1310842430465363	0.04424787232912974	0.9223100962837891	0.7514592879265775
Rmag_0050	131	0.4477107098110287	0.02383578915201634	0.2326828590095841	0.01321706410474566	0.3366214250713004	0.03417565493319685	1.088366586810791	0.7104478211710872
Rmag_0051	337	0.442141585996877	0.05302231678622171	0.4427327655741518	0.05330665357827868	9.549625461263918	0.5964854055892599	0.3521261303443464	0.122270969809292
Rmag_0052	154	0.3890465134867399	0.01992815329286612	0.3892181608633351	0.01990647217856711	0.3495974050108582	0.03610125004387021	0.9301980124736748	0.7642673494413319
Rmag_0053	492	0.6016822849093916	0.0134806964171611	0.6020492415697889	0.01349635857867204	49.99999999999989	0.02641493970730047	1.878796131113559	8.799834256323358e-05
Rmag_0054	849	0.6710277129468926	0.001603159170731172	0.6624847262136334	0.001552858316869909	0.985302548758365	0.9644688945396289	16.67970302959524	0.00812756517961033
Rmag_0055	131	0.5399654552759443	0.4467142379643663	0.5377240448605604	0.3421003955319593	0.9875065632749727	0.9897601984526081	1.51039222894414	0.6144512882773256
Rmag_0061	204	0.6496206038525119	0.339058138038379	0.6492349879357099	0.3416118250236247	0.2535047118648083	0.06840800685973791	0.7953874520019557	0.360273175380421
Rmag_0062	662	0.07572228482444567	0.002441568128618177	0.913369652706455	0.6429684922453819	0.04997180533811719	0.002880539597446163	10.9736299596445	0.4695283079464345
Rmag_0063	331	0.0509110908796327	0.0101907985025822	0.0506634866679473	0.01023379424082549	0.6498405289239015	0.04440131069950082	1.067837695457422	0.5719332507137782
Rmag_0065	392	0.08029311887079466	0.0005180109077617123	0.08129683965001445	0.0005243343286248647	0.2515855657309756	0.03787571236592024	4.098998326147289	0.1929373619244449
Rmag_0066	482	0.6961918045280866	0.126479039162922	0.6978949212237564	0.1299362568121134	43.74798832926736	0.004882844988554735	2.772223408918398	0.002493732608368604
Rmag_0067	353	0.05217494114753732	1.507830336144877e-07	0.001391065687735603	1.340036970276515e-10	48.4388041023031	2.402872234519293e-09	1.366913138147227	0.4969666552341928
Rmag_0068	627	0.1761694664311875	0.0004489532192420986	0.5685666650047182	0.00156257576900054	0.6730212550313615	0.214079528214971	1.440985792837116	0.1331688248175278
Rmag_0070	272	1.340831815014625	0.6488337341279542	1.275560707357919	0.6628660053768696	0.5646316971119618	0.2586778096938093	0.6498052626596132	0.05943666107466938
Rmag_0071	258	0.4983130978146151	0.001129160004188501	0.4669064231359809	0.0006219201722003076	0.211151603274629	0.02580631617701212	0.9549801670219383	0.7835576977153964
Rmag_0072	304	0.6642507758204134	0.02964795581659463	0.6645432054332117	0.02983640147651445	0.2763227672358214	0.01974006487878588	0.01051028989251672	0.232717145874382
Rmag_0073	289	0.7044070791642341	0.6585177781951819	0.6605643144348595	0.6556790497216071	0.05210052023513324	0.3907392565075869	0.278185861366518	0.2393559728902104
Rmag_0077	239	0.5310730741177331	0.0281968615579915	0.5324253975996857	0.02822903832690893	0.491030763512425	0.09932218387740321	0.9180570479527793	0.6119053030936707
Rmag_0078	913	0.6047423674001733	0.001870657704703738	0.04319198301341701	6.275106045894319e-08	0.004548153303664147	3.49124218423924e-09	0.7015321336256969	0.007321564120018831
Rmag_0079	573	1.339370154924699	0.4973865007318767	1.213287035382379	0.5305317431447596	3.679926218187893	0.4164487328139956	0.279058720635479	0.009195791826366206
Rmag_0080	1073	0.6974140620334368	0.05575746727401287	0.6969230281335947	0.0561347156750962	0.001378399859472512	0.001270820069088408	0.4659626508530334	0.01076962174849039
Rmag_0083	350	0.5523942631055252	0.04162349229769902	0.5640187908347268	0.03713329284741351	0.5986596050688856	0.7172229475284779	0.0009656453412050939	0.275196582167579
Rmag_0085	404	0.01571912282824263	0.007549801898750319	0.06468837443879062	0.008323370299855748	0.05380761773427829	0.0008408553191937562	0.8208628307430179	0.1454608718395044
Rmag_0086	298	0.5799015919845159	0.08809194867358439	0.01294609557657387	6.509586745406803e-05	15.50922819085429	2.747361380617264e-05	1.158161145832647	0.3011079329812685
Rmag_0087	163	0.02132782697750649	1.493620567549758e-05	0.04667248411142971	1.79524317177604e-05	26.18783221993692	3.636206650226015e-07	1.459121415852589	0.0972606710389875
Rmag_0088	640	44.92553901332347	2.557495881738703e-09	49.99999999999989	2.353606087801552e-09	0.8362837005432879	0.02356299668669115	0.2394953873500686	0.1370481103906757
Rmag_0089	141	0.7499578918240445	0.4962078007078423	0.7146194870992992	0.4867405316136828	1.094478258691266	0.870321277078987	2.393839000622134	0.006562005079660871
Rmag_0090	171	0.3631328909982953	0.00937537840820668	0.4195546134568038	0.01295708191216671	0.200653697100141	0.04928925564987907	0.7306798134647057	0.2856609468090293
Rmag_0091	124	0.343680969894169	0.1019909640826553	0.4013803676629765	0.07091255900884552	0.8369487105295688	0.830690259378444	1.069327695433464	0.9212606104824453
Rmag_0094	414	0.1284532183875331	0.0002556573152883157	0.1301849791905492	0.0002570764144853577	0.5489123042327883	0.02448101557926186	0.9303544325564113	0.6629683618789459
Rmag_0097	477	0.1644477765057057	2.6814823517185e-07	0.1617555335214726	2.665545441038475e-07	0.00654979483337627	9.05417858294566e-05	1.238190376324337	0.3323615296756746
Rmag_0098	199	0.4392966564682694	0.1534214655325928	5.723553563902526	0.1931583837001651	0.4890193770704781	0.4677296432538548	6.830738814017527	0.214151305769795
Rmag_0099	361	0.399418651709422	1.591126248090546e-06	0.1277830822957605	9.240867347992676e-07	0.3267458459136193	0.02749157638295852	0.9952507434731804	0.9653798190432974
Rmag_0101	200	0.5429173280495397	0.1904103151233737	1.35217694665329	0.4966081693360093	0.784052878256154	0.6709872689101826	0.2173070794076074	0.2430542068235574
Rmag_0103	415	0.06851130892770207	0.003666883620268901	0.4708646670011762	0.002389039433808859	13.25969094821713	0.002667378590305081	0.278444157666372	0.0003385258647079503
Rmag_0105	375	0.4832090138530749	0.09719280658794283	0.4749430483649306	0.0798447058176549	0.5943786538563635	0.5849978159188409	0.9833906165532288	0.9377017029234169
Rmag_0106	289	0.1982757491136015	0.09304543874948057	2.348610635514793	0.5566663331662141	0.5969610693462745	0.5905718469079506	5.149121096240029	0.1988813548005912
Rmag_0107	260	0.5055882916180768	0.112663311641086	0.5063031057160288	0.1131923798664353	1.968503540956986	0.2941190654478671	11.35711763124562	0.0090558955273633
Rmag_0108	604	0.08580606740922199	0.004898452544176091	0.08518187850989513	0.004882617260441813	24.79887168858729	0.005786767928558367	9.24391964080852	0.0005648239158171364
Rmag_0109	320	0.708457574103986	0.02143819375310763	0.7075021233745009	0.02136906383288706	0.845034100936317	0.4754393819498435	1.190111373185748	0.1374907662809138
Rmag_0111	181	0.2865390645139022	0.3295496041425583	0.3567970572927205	0.3353013696626458	0.1898582675096201	0.5319293365879214	1.021059594843151	0.9492530777351629
Rmag_0112	339	0.4176464421453928	0.01449347214671071	0.4167542278276127	0.01446375366713826	0.3712762751061627	0.0001780439721447147	0.6180502238666166	0.0003567085189102315
Rmag_0113	415	9.671369316208281	0.1973703510463192	24.98422934063133	0.1983224198560342	2.027361936695107	0.6363451121931205	0.01406880474222049	0.04845888228475559
Rmag_0116	286	1.208008140725242	0.8411637087694233	1.014878790881734	0.9716692205695272	0.5003810470263821	0.01296862552677724	0.7336892642458096	0.05279691473853121
Rmag_0117	249	1.175637828322201	0.6727586697500059	2.341079593570776	0.5989082711702443	0.7390474518450404	0.6132976245941995	0.7206935128580632	0.8266811234633317
Rmag_0118	417	0.3959045615688171	0.0004834243076514699	0.3904899612322894	0.0004957652568327031	1.067675062020794	0.918142564741241	20.42683175027386	0.002530170122791442
Rmag_0120	686	0.5859382345634534	0.001121445529607801	0.586911413297178	0.02103935413719626	1.02657085388471	0.9540636732442351	40.08559101279599	0.396481247084991
Rmag_0121	153	0.4325056228845062	0.1906285594372723	0.435760801567552	0.1907263504320306	5.62726098329931	0.3761720644265019	4.375012062849658	0.1204805133828969
Rmag_0122	391	0.5922698799142148	0.1696192976969978	0.5600969421135386	0.165504570686023	2.048817388575954	0.4650618806229222	0.9076509274517164	0.6070395582997934
