gene	ncodons	SymvsFL_k	SymvsFL_pval	RuvsFL_k	RuvsFL_pval	GivsFL_k	GivsFL_pval	GivsRu_k	GivsRu_pval
Rmag_0001	435	1.07946434808551	0.800742414336235	1.06950981709501	0.773763197624938	0.966899620594158	0.974896272148176	0.713429961069228	0.474479646965085
Rmag_0002	367	0.567898131945579	1.70233505519812e-05	0.564771084074138	1.70515044710662e-05	0.782181151431281	0.274819131321758	1.18757061671487	0.145519146588645
Rmag_0003	812	0.552693102535323	2.00011118778321e-11	0.552610829048068	2.00415239959284e-11	0.0234254660776909	0.00188199790171539	1.55652098451625	2.65882110606075e-06
Rmag_0005	821	0.516913590199376	7.30013515712891e-05	0.518066048706129	7.26977917446803e-05	0.508027590837305	0.127915867586572	0.983445550393808	0.864411418466364
Rmag_0006	340	0.673716404587039	0.000985622947896059	0.673629637555625	0.000930046225585235	0.710632444194064	0.0371835645686698	1.0240166647654	0.823379969737213
Rmag_0007	255	0.373884737561327	0.157039785425353	0.377177261417413	0.130531845793411	2.77175192363506	0.568784308747697	1.06600717273799	0.693277152237489
Rmag_0008	211	0.579138687457651	0.00227056966239858	0.575905690938322	0.00226743056730283	0.75880682296303	0.251337415995812	1.22546966739872	0.387602874126763
Rmag_0010	408	0.186453094953075	0.0344756928091686	0.00768804411818156	0.0255710808145472	11.939684269909	0.313517745592443	1.73609362927144	0.0641694394355188
Rmag_0011	198	0.660490120252811	0.214378207870447	0.459149033676208	0.0746712602376464	1.97144401279044	0.289908154596597	11.3475376532326	0.00481561421961074
Rmag_0012	104	0.630802092699462	0.503591667560068	0.626992229041963	0.497364429507708	0.701192879764679	0.455910503289272	2.81675111632461	0.19404184299464
Rmag_0013	899	0.360473872061146	0.00028668431633394	0.358809728816315	0.00028212604738953	0.0213046621964405	2.83518822180584e-05	0.882542119420086	0.287031831714622
Rmag_0016	313	0.744189696249055	0.512289578116989	0.764925987888542	0.519289827150222	1.84804676885151	0.00337505968029506	8.15360208052209	0.00115209114338222
Rmag_0025	387	0.946204933431424	0.961560509417567	0.932450842253457	0.947210630411564	4.10704922183802	0.165312807864459	18.7144510321686	0.00986459199069833
Rmag_0026	285	0.488570703616751	0.155897122934568	0.506613763752797	0.180101798791439	0.472479062014563	0.330324871450391	0.864546969239102	0.827974007166724
Rmag_0027	248	0.312154817446918	0.00829521422699298	0.312469355291253	0.00843087784103924	1.02699642444428	0.976946760911287	2.64110177189318	0.00635392333491469
