gene	ncodons	SymvsFL_k	SymvsFL_pval	RuvsFL_k	RuvsFL_pval	GivsFL_k	GivsFL_pval	GivsRu_k	GivsRu_pval	SymvsSUP05_k	SymvsSUP05_pval	SymvsHSym_k	SymvsHSym_pval	SUP05vsHSym_k	SUP05vsHSym_pval
Rmag_0002	367	0.3252655941305572	1.779687508474126e-13	0.5100995032224567	1.382663594728939e-08	0.570618740741676	5.309441775125379e-10	1.051294484992612	0.5778487976502307	0.454854666420983	0.0	0.8687462276454034	0.04057499245438445	2.942294729965727	2.220446049250313e-16
Rmag_0003	812	0.445351482375891	0.0	0.1978702669407349	0.0	0.5424494715946092	0.0	1.216377454921929	0.003164340076668992	0.4572320694547797	0.0	0.7028734478855921	1.453831566244901e-08	1.542783537629137	3.791223557314538e-08
Rmag_0005	822	0.4446595783176639	0.0	0.3394836458066768	0.0	0.4288426273651859	2.664535259100376e-15	1.086681513141084	0.4302415429649218	0.352035848375218	0.0	0.7665551307169591	0.003721776503731289	1.803452737477734	7.327471962526033e-15
Rmag_0006	340	0.6734860099792085	3.032270521341474e-07	0.6695371468515428	6.419003813040725e-06	0.3924413875229856	2.28106956823293e-06	0.9561789280714915	0.8758420144100728	0.3415970459870745	1.438849039914203e-13	0.8568892456383984	0.1092473083750345	1.758774572197806	3.767785371477927e-07
Rmag_0007	255	0.7762374547636453	0.6268649843380254	0.7294339753703645	0.4919151630333291	0.7787939438960835	0.6016573477353819	0.973317352161142	0.9432490454369651	0.5790263265210956	0.08026509527772507			1.328258290960214	0.2825387103123395
Rmag_0008	224	0.933855243549365	0.8736190597430581	0.2641261477437565	0.0001140205364350555	0.7075583530476974	0.6687030954274179	1.136463278388738	0.3407396298743816	0.3334075461961293	2.76820308720005e-06	3.888514095061798	0.003059091528583191	3.238730082423463	1.396704973899432e-11
Rmag_0010	408	0.3896181406195077	3.566585358161234e-06	0.5330742075891735	3.457809418905278e-05	0.6158118357640864	0.009178159647294404	1.737193218890885	0.1682141507012559	0.5793716033860661	0.01323220657966828	0.8269053579905679	0.2672818094920728	1.222886631707445	0.1483659457367019
Rmag_0011	217	0.7850000684454174	0.1607103214235748	0.0113733235088058	4.187773573804954e-06	0.3455556764779108	0.03076372290228102	14.8798593017385	0.0400668275388365	0.01516064264332044	3.035954026842091e-06	0.8893111051160626	0.6741402249186225	2.263232521827246	0.008068880564515268
Rmag_0013	936	0.637461245655926	0.001655918451958338	0.4263835314245048	6.067850455426793e-08	0.7443717132042019	0.1559536426951639	0.8741246047187081	0.2970479791955863	0.5993386114897615	1.282011345815626e-05	0.9747933101554033	0.8542208692781291	1.529865922437882	3.995048736271656e-11
Rmag_0028	260	0.7064346898400331	0.02016387339304404	0.4037886523055601	0.01773971926017082	0.7875072134691804	0.09061434095301402	1.123894890861617	0.2990707387478285	0.6090034651569685	0.002192519240878599	0.9323232405667005	0.4525895256811969	1.476139156364085	0.001756036926831683
Rmag_0045	321	0.5964024532250719	0.04546004368712997	0.2020257614303154	6.336945312934716e-08	0.312651597809724	0.00272587699832505	2.302309783423217	0.02067848011810813	0.2964520867658543	9.40280063098653e-05	0.004618076372039591	0.001528018950216481	1.840648919883976	0.0001011988476599113
Rmag_0046	142	0.2135539488986112	0.001164854673708415	0.2066011467920464	0.001200581533039258	0.3426385947059609	0.08672729980003635	1.104703543209371	0.6831963963261442	0.6217354450501165	0.05954716360619217	0.6837650924495535	0.03151345770478187	1.308275263333512	0.106775273313498
Rmag_0050	133	0.1102771708740486	0.0005360505746688782	0.2338434052818936	0.003149395825391088	0.08226305950711074	0.002883482859448061	3.001931277951861	0.3183716393969165	0.006935405008793747	1.684400043888701e-07	8.462491540682313	0.757927922784777	4.9307477599054	0.005995357524696043
Rmag_0052	154	0.499178084488955	4.39558447340449e-06	0.4899047795698183	0.0001243788820578517	0.4694694688117506	0.00397649999658467	0.9259869140338757	0.74118984043154	0.3766841773622608	1.858547635791297e-07	0.5550910545975564	0.0001589030924241674	1.535498532923269	0.00249389382636922
Rmag_0053	492	0.7094384928627288	0.002470759541879142	0.6067473639836108	5.38921236381551e-06	48.86793706109896	1.571047014703453e-08	1.55129092927627	0.0001890118175436051	0.6928878996962426	0.00230232529858343	1.023403805047994	0.9440509002761187	1.535464642033619	1.334007238007473e-09
Rmag_0054	857	0.02591265395971418	1.121325254871408e-14	0.2205175752922003	7.616129948928574e-14	0.01901516854237758	7.825552750251319e-08	11.4445349684444	0.006678158479319851	0.3187157982771473	6.402913532710386e-09	0.123170594518476	1.599521777495561e-05	2.882855115407305	3.674838211509268e-14
Rmag_0063	332	0.3832880852057661	2.773359350394244e-06	0.5402909170524042	3.729668096918992e-06	0.5037795426181918	0.05120848763106189	1.065424507112913	0.7781831400469599	0.5523600560651215	0.001756709900300524	0.2385862466724374	0.0007423206427753515	1.171965574935086	0.2001565424500227
Rmag_0065	392	0.4431577377063489	9.376658890669631e-06	0.6267252778677653	0.003791402199467941	0.501355167785587	5.088677720310741e-07	1.019569157431786	0.9383858271854673	0.5586770918590751	8.259727488080237e-06	0.8463442099823563	0.0555652572571006	1.386417865680803	0.004555603167957556
Rmag_0066	485	0.111982007154043	0.0001335909023540971	0.605144730260989	0.0001079150279810204	0.4589051371034506	0.002936396426848842	49.99999999999989	0.0002792225165582085	0.7557075152475202	0.001665362016036287	1.003241827867793	0.9821069412605776	2.92764379020223	4.947985595582516e-06
Rmag_0071	259	0.1214072837213786	5.803957313421648e-06	0.09382538282288432	5.529225858358355e-05	0.1190007456577752	9.482548474215591e-07	0.6805608765022078	0.3224704928287152	0.1450517225126994	1.229084367615485e-08	0.6754578271418681	0.07409828002775098	1.926261559335697	7.299287504591856e-05
Rmag_0072	308	0.301444138276538	2.411915112077168e-11	0.3222150657394756	8.071900925443742e-10	0.3922082917464284	6.089420458432748e-06	0.1133726537616009	0.1811963130837149	0.1962127447828386	1.043831687752572e-12	0.4089059493975365	0.0004748804082970182	1.804592278582459	6.159696508412082e-08
Rmag_0073	290	0.7745248624968418	0.4643673881189402	0.8786798637509216	0.7466764842963003	0.006723565776324811	5.600026189434004e-07	0.179827735282832	0.3041609565298427	0.01406152611551714	1.346718559602778e-05	0.3858087124813359	0.2128406505739666	1.747600925732349	0.01708631635803437
Rmag_0077	242	0.3839555647443394	0.0002949753654745146	0.6909908284193673	0.03896401823269924	0.3476500970291903	0.02700179951421378	0.9220397573145558	0.641580721430094	0.5758165715625991	0.0005619778353416205	0.8741986652973797	0.4731030281230909	2.113170511486837	5.484066298855339e-07
Rmag_0078	928	0.005079791611535278	0.0	0.01038247101596759	0.0	0.03334658483335948	0.0	0.7493976970869118	0.005899019028995922	0.06233389420838574	0.0	0.04632530653099035	4.859990188066377e-11	1.443270279709328	3.915960222755643e-09
Rmag_0079	589	0.8992237948263717	0.2236017713525342	0.9637426642882959	0.6823465926091843	0.3950885504866749	0.001545214472091883	0.0006588132611339746	5.378741747930071e-05	0.7336864924419472	0.004496418174190997	1.138345816546448	0.2083964287175016	1.676218762105065	2.972593726724426e-09
Rmag_0094	416	0.3034811450603958	4.4252284059354e-09	0.356816015714204	4.069013082030892e-07	0.2736039262477172	9.424542845914985e-05	0.9179529949637157	0.7099697033685498	0.2156155922074013	2.149432747344804e-07	0.193051513970137	3.459803382233062e-06	1.042145608648191	0.7957052505604272
Rmag_0097	486	0.5642314196364043	4.381606188985643e-12	32.39061769919095	0.005616265290119382	0.2778164263490109	9.450884519424108e-12	1.070732976683764	0.5362292648502875	0.3008261708384586	2.05391259555654e-14	0.2862913020851289	7.036860484310736e-07	2.511146993292572	9.302752853723728e-05
Rmag_0098	199	0.3914223170652519	6.770637075992347e-06	0.3337983135255366	0.0003166149494520099	0.5605889401117162	0.001191690285156533	1.131514711578244	0.5295298819089768	0.3902579695283906	0.0001744971282507946	0.6700722874891918	0.0003353479688638084	1.22384377399512	0.2243804866335062
Rmag_0099	361	0.1011448058041015	1.110223024625157e-16	0.4004563561171975	4.368727601899991e-13	0.4473242768350518	3.068545052609117e-06	1.058093737286681	0.613754256057766	0.2884200710349711	3.230749001659206e-14	0.03439202043367908	1.133902971517387e-08	2.013568561240863	0.0001885994004757752
Rmag_0101	200	0.1157208181480479	0.06761022553948448	1.60682700462632	0.6495972675673989	0.7791875902580104	0.6006889609650343	0.1367724498322481	0.4295231158990925	10.75433138311406	0.1699701207661187	0.740567502075773	0.4276730159176746	1.680757588841036	0.01155767812071828
Rmag_0103	423	0.6036001756337743	0.001405114346904712	0.04455423084179259	2.209915661577355e-08	0.9853781538829204	0.9632650394335778	39.12767909766306	6.842360011916071e-11	0.5945721567777201	0.0002427110166963731	8.850472277863734	0.1372146950679364	1.423689251792524	0.0006132936875662409
Rmag_0105	379	0.5028358708700188	0.00182148444359298	0.4925320178636526	0.002812138623518701	0.5152550576025157	0.1065442359090614	0.9527628707066963	0.7338013739867921	0.4422494316960653	0.0003730055377867414	0.9705494090823366	0.9223865478963597	1.8821353042255	2.079825538325863e-05
Rmag_0106	290	0.03689933831118943	1.812513672483362e-07	0.08394034566919761	5.472184358423782e-06	0.03622115646919714	4.509144525544073e-06	2.253613157813544	0.1820774127429186	0.0241747467866404	3.854943774206365e-05	0.0298529190355834	0.0156680115480754	1.81930809505016	0.01272515662463203
Rmag_0107	262	0.9874161427531339	0.9808508016911208	0.6558348551888411	0.2065525593603378	16.19622221022456	0.6161325120967989	1.629515354033941	0.0182537876947102	0.7771580578863926	0.3156689647661269	9.79847477770929	0.5056704627971125	1.403223966315572	0.3811717092243143
Rmag_0108	625	0.5577289971747814	0.002256591335692226	0.4954388635859587	0.000115093630698393	0.6654798684226441	0.0465422889792696	4.538501446349646	0.0004859921106629139	0.5126691204968324	0.0003842156302883426	9.230713736450191	0.092215872078515	2.385055382413415	1.931788062847772e-14
Rmag_0109	320	0.7479125237702716	0.07306160754746571	0.4211603039229324	0.003031799870648832	0.8802423398106869	0.6559167793683305	1.198573135248761	0.1988897711205255	0.683363166028856	0.009408493750034275	1.090607276077772	0.793612131170473	1.408498202116323	1.219824025933125e-05
Rmag_0111	181	0.3988038594542255	0.02321458004981425	0.4450618679320811	0.0666593285736321	0.3384335340517601	0.1422810558725111	0.8936282732003082	0.6608343488704413	0.3388733759370051	0.0006790045561446689	0.6936430728000715	0.4974587124399346	1.915935630894217	0.01281343938140855
Rmag_0112	341	0.1817170303720364	2.692734923925855e-12	0.2841264110046098	2.13360611200919e-06	0.2415825364312132	9.994893801490434e-12	0.569243365909255	0.0008017901678414319	0.1740477786728289	4.87443418961675e-12	0.6343286714052853	4.20554804225759e-06	1.425523912286215	0.0003691828310282697
Rmag_0113	424	0.02453447731023863	1.186190878854632e-08	0.02327768029622175	1.840846219902659e-08	0.09429580419968846	6.229044424377328e-06	0.001290592096759242	0.04857221750700413	0.1331717318165817	1.287007408090624e-06	20.95389450690699	0.3091502383706843	1.529038465672214	0.0007724204222575581
Rmag_0120	686	0.6304463622823652	1.160449181192291e-08	0.6002583641014985	4.959540222948533e-09	0.6579740120961208	0.0006849203821348571	0.9776474868448753	0.9561137071701785	0.5988011650430106	2.898201783008147e-07	0.8678281869946769	0.3131997857795532	1.361588256730353	1.706703101067575e-06
Rmag_0136	642	0.4519629310307532	0.0002036781429435308	0.460564090624894	0.001041491257835703	0.02269066706063588	3.45612513500404e-05	1.001558602875701	0.9834518609462779	0.4341145549633678	5.833468535065833e-05	1.080329148762797	0.1818017649820508	2.983013096408015	5.846151340804795e-08
Rmag_0137	272	0.9836169562441615	0.9817067927877579	0.1106781315741522	2.891146365058272e-05	0.1232299130513891	0.0004741512577015605	1.391566653106361	0.09224638565447218	0.5353443039825289	0.03208960334674482	12.93719264630893	0.1038085950637635	2.769602795803107	6.650001549424189e-09
Rmag_0138	444	0.8568047765119228	0.3562256856184209	0.34944346739703	0.008304809249377487	0.2961175094286389	0.01627182064674249	1.092006648978252	0.4358144745161872	0.9924676565118207	0.9811906981827967	1.415459736896408	0.1168812218410578	1.441020829435004	0.000119023174072419
Rmag_0153	461	0.2773648048635716	2.938527199347618e-11	0.3440627778461566	2.354910499935414e-08	0.01294687849628507	1.994027165608259e-11	0.2363727298064167	0.008306913759576817	0.4405487066052307	6.60778703360787e-05	0.1557053343986337	0.001189797187545194	1.316600497116521	0.0212638519903493
